X,Y,OBJECTID,COD_SIG,IDTIPO,INF_NOME,INF_MORADA,INF_TELEFONE,INF_FAX,INF_EMAIL,INF_SITE,INF_DESCRICAO,INF_FONTE,INF_MUNICIPAL,GlobalID
-9.151723658994294,38.722778071721891,193,102,9,Sem título,"Rua Castilho, Entrada do Edifício Castil",,,,,"Executada em 1969 por Fernando Conduto, esta escultura em betão, de configuração inteiramente geométrica, integrada numa estrutura arquitectónica de linhas rígidas, foi inaugurada, em 1973, junto ao Edifício Castil, localizado no cruzamento da Rua Castilho com a Rua Braancamp.

",-,1,1ee0ade6-8e8c-4b5e-aed2-fbcb0aa0a214
-9.135218266390478,38.714394006904129,194,189,9,Afonso Lopes Vieira,Largo da Rosa,,,,,"Afonso Lopes Vieira (1878-1946), poeta e pensador, encontra-se homenageado através do seu busto de bronze assente sobre pedestal em pedra, com a inscrição do seu nome. Obra encomendada pela Câmara Municipal de Lisboa, foi realizada por Francisco Franco, em 1948, e inaugurada, em 25 de Outubro de 1951, no Largo da Rosa.

",-,1,75cab9f3-95db-4b48-9b6d-60a6ac0d6af5
-9.136451120574602,38.745169116981081,195,235,9,S. João de Deus,Praça Afrânio Peixoto,,,,,"Obra do escultor Soares Branco, em bronze,  integra uma estátua de corpo inteiro de São João de Deus (1495-1550), na tradicional representação iconográfica de hábito negro, amparando um doente, ajoelhado à sua frente, e suportando a cruz com romã, assente sobre uma base quadrangular de mármore e cantaria, onde se pode ler uma inscrição realçando a importância do santo no âmbito do cuidado e solidariedade prestados a doentes: Português Da Saúde Solidária/E Humanização Sem Fronteiras. A mesma legenda confirma que o monumento foi promovido pela Ordem Hospitaleira de São João de Deus, executado com dinheiros provenientes de uma subscrição pública e inaugurado, em 16 de Outubro de 2003, na Praça Afrânio Peixoto, com o apoio conjunto da Câmara Municipal de Lisboa e da Junta de Freguesia de São João de Deus.

",-,1,0240f51d-4d49-4147-9db2-1960307fb3ea
-9.136980198632564,38.740080011637595,196,240,9,Guerra Junqueiro,Praça de Londres,,,,,"Monumento composto por estátua de bronze, um pouco superior ao tamanho natural, sobre pedestal de pedra, representa o poeta na sua figura característica: idoso e de longas barbas. Obra de Lagoa Henriques, foi inaugurada, em 19 de Janeiro de 1968, na Praça de Londres.

",-,0,cc559c52-c7cc-484a-b518-3e08d2d84856
-9.152286177737004,38.751896772573843,197,87,9,Fernão Lopes,"Campo Grande, (junto ao edifício da Biblioteca Nacional)",,,,,"Estátua de granito, obra de Joaquim Martins Correia em homenagem a Fernão Lopes (1380-1460), o maior cronista português e precursor da historiografia nacional, foi inaugurada em 10 de Abril de 1969, fazendo parte de um conjunto de figuras da literatura portuguesa especialmente esculpidas para o jardim da Biblioteca Nacional, por ocasião da sua transferência para o Campo Grande.

",-,1,c10c9295-f834-4374-8070-55896bf28ff6
-9.148381856068795,38.723065231496065,198,69,9,António Feliciano de Castilho,Avenida da Liberdade,,,,,"Faz parte de um conjunto de quatro figuras ilustres do séc. XIX, executadas pelos mais influentes escultores do Estado Novo, que pontuam, em pares e em paralelo, os extremos dos talhões da Av. da Liberdade, onde ela se cruza com a Rua Alexandre Herculano. Estátua de mármore sobre plinto de pedra erigida, por iniciativa da CML, em homenagem ao Visconde de Castilho, poeta e prosador, um dos cultores do Romantismo. Executada em 1948 pelo escultor Leopoldo de Almeida, foi inaugurada em 27 de maio de 1952.

",-,1,beeed3c2-af8b-48f2-a4ca-599191df9eb8
-9.207266209143787,38.705057690747587,199,66,9,Nossa Senhora de África,Avenida da Ilha da Madeira,,,,,"Estátua de pedra calcária do tipo moca beje, representando a antiga imagem de Santa Filomena, que foi levada para o ex Ultramar e apelidada de Nossa Senhora de África pelos soldados em missão. Assenta sobre um pedestal paralelepipédico, também de pedra, que exibe uma tabela recortada com legenda. É uma obra de Leopoldo de Almeida, datada de 1960, inaugurada pela Câmara Municipal de Lisboa, em 12 de janeiro de 1990, na Av. da Ilha da Madeira, em frente ao Museu Nacional de Etnologia e junto ao Edifício do Estado Maior Geral das Forças Armadas.

",-,1,f8c76962-359f-4c8e-b349-68b1328b70fe
-9.136103810326198,38.736937886175596,200,276,9,Ad Ephemeram Gloriam,Alameda Dom Afonso Henriques,,,,,"Obra de SAM (Samul Azavey Torres de Carvalho), esta Cadeira-Trono também designada por A Cadeira do Poder teve projecto de 1980 e foi inaugurada pela Câmara Municipal de Lisboa em 11 de Janeiro de 1990, no topo da Alameda D. Afonso Henriques, lado Oeste, em frente ao Instituto Superior Técnico. Trata-se de um monumento estruturado geometricamente, com grande equilíbrio plástico e harmonia visual, composto por uma base em pedra lioz, talhada por um conjunto de seis degraus numa das extremidades, encimada por uma cadeira-trono, com 3,30 m de altura, em chapa de ferro metalizado a bronze, e um assento desenhado na diagonal, constituindo um plano inclinado deslizante, que lhe confere originalidade. A tendência abstractizante desta peça, evidenciando a geometrização e simplificação das linhas dá lugar a uma cadeira esteticamente moderna, à qual foi retirado, propositadamente, o seu sentido funcional. A face lateral do monumento exibe uma placa metálica gravada com um texto do prórpio artista, enquanto que na sua face frontal encontramos uma legenda gravada na pedra: Ad Ephemeram Gloriam - A todos os que passam e ousam deter-se.
",-,1,3c8214e0-8bca-479e-a83f-1a4754b90c7e
-9.137680862994616,38.74341176439048,201,170,9,A Família,"Avenida de Roma, Jardim Fernando Pessa (junto ao Forum Lisboa)",,,,,"Conjunto escultórico hiper realista, composto por três peças em bronze: menina sentada num banquinho com uma borboleta na mão; senhora sentada num banquinho; e dois rapazes, em que o mais velho se encontra de pé ao lado do mais novo, que monta uma bicicleta. Esta obra do escultor Melício foi inaugurada, em 17 de Julho de 2001, no Jardim do Forum Lisboa, junto à Avenida de Roma, por iniciativa conjunta da Câmara Municipal de Lisboa e da Junta de Freguesia de São João de Deus.

",-,1,71d99455-18c0-4b42-b03c-56137e07a28e
-9.15448618600379,38.711169830419088,202,157,9,Bento de Jesus Caraça,"Rua das Francesinhas, Jardim das Francesinhas ou Jardim Lisboa Antiga",,,,,"Bento de Jesus Caraça 1901-1948), destacou-se como matemático, ensaísta,professor e político. Professor Catedátrico,a partir de 1929, no Instituto Superior de Economia e Gestão, leccionou a cátedra de Matemáticas Superiores. Desde 1933 foi grande impulsionador de uma visão moderna da matemática, publicando as suas lições em livro, ""Interpolação e Integração Numérica"", proferindo a famosa conferência Cultura Integral do Indíviduo e criando o Centro de Estudos de Matemáticas Aplicadas. Foi o fundador e director da Biblioteca Cosmos, em 1941, tendo sido eleito presidente da Sociedade Portuguesa de Matemática, em 1943. A sua activa militância política, anti-fascista, teve como consequência a sua expulsão da cátedra universitária que leccionava, em 1946, tendo ficado proíbido de exercer a docência. Em sua homenagem foi erigido um monumento que integra um busto de pedra, executado pelo escultor João Cutileiro e inaugurado, em 27 de Junho de 1995, no Jardim das Francesinhas.
",-,1,e993b667-a314-499f-bd32-281e8a70b89e
-9.154847384206489,38.72958799294652,203,221,9,Menina calçando meia,Parque Eduardo VII de Inglaterra,,,,,"Obra de Leopoldo de Almeida, é uma estátua de mármore esculpida em 1966, localizada no Parque Eduardo VII, no interior da Estufa Fria. Afastando-se da linguagem mais formal que caracterizou as peças da década anterior, regista fotograficamente um momento do quotidiano, evidenciando toda a sensualidade que este acto, tão simples, de calçar uma meia, pode conter.

",-,1,9e9ea60e-9002-4038-9be3-ac7b59654fe9
-9.13820487275772,38.741115966458651,204,241,9,Estátuas alusivas ao Teatro,Praça de Londres,,,,,"Estas três estátuas alusivas ao teatro, pertencentes ao antigo Teatro Monumental, já demolido, foram colocadas, por iniciativa camarária, no jardim junto da Igreja de São João de Deus, na Praça de Londres, entre 1993 e 1997. Podemos observar três figuras femininas, em pedra, onde uma delas segura uma lira e as outras duas seguram máscaras.

",-,0,d467e00d-17a4-4b6a-8568-135fb64feab4
-9.137437140176541,38.731176721210623,205,139,9,Prometeu,"Rua  José Estêvão, Jardim Constantino",,,,,"Esta figura da mitologia grega, que roubou aos deuses o fogo sagrado, dando-o a conhecer aos homens, e cuja lenda deu origem a poemas e tragédias clássicas, surge representada através de uma estátua de pedra, obra de Francisco Santos. Executada a partir de 1923 e mandada construir por iniciativa camarária, foi inaugurada em 1925 no Jardim Constantino.
",-,0,c551b966-c579-4fd4-ba82-dc3ba4224dd0
-9.200271732305513,38.696640607651922,206,9,9,Afonso de Albuquerque,Praça Afonso de Albuquerque,,,,,"Monumento erigido, por iniciativa do historiador Simão José da Luz Soriano, que legou fundos para esse efeito. Com projeto do arq. Silva Pinto e escultura de Costa Motta (tio), este monumento, de grandes dimensões, é composto por base em pedra, constituída por dois níveis, do centro da qual se eleva uma coluna, também de pedra, trabalhada com lavores neomanuelinos, coroada por uma estátua de bronze, em homenagem ao notável político e guerreiro, que foi Vice-Rei da India entre 1508 e 1515. Inaugurado em 1901, no Jardim Afonso de Albuquerque, localizado na praça do mesmo nome, o estilo neomanuelino, bastante usado na época, conjuga o monumento com o Mosteiro dos Jerónimos, que se encontra a alguns metros de distância. São de destacar, nos dois níveis da base do monumento, baixos-relevos que assinalam alguns episódios da vida e ação governativa de Afonso de Albuquerque, onde se retratam as suas batalhas e a submissão dos indianos, entre outros, assim como as naus, caravelas e galeões que formavam a sua esquadra. Figuras aladas decoram os 4 cantos da base da estátua, representando as virtudes e o carácter do conquistador.
",-,1,2401f254-55f2-425b-8d60-56e52e9d03f3
-9.205075257691671,38.695737031206434,207,40,9,Cavalos Marinhos,Praça do Império,,,,,"Duas esculturas em mármore lioz, representando, cada uma delas, uma parelha de cavalos marinhos sobre uma base rectangular de pedra, foram executadas por António Duarte, entre 1940 e 1942, traduzindo um trabalho de grande estilização formal. Instaladas em lagos do Jardim da Fonte Luminosa, surgem posicionadas simetricamente em cada canto da Praça do Império, do lado virado para o rio.",-,1,f5f12ad1-1a56-4336-9efd-a5742e228588
-9.094800764765763,38.778828592555655,208,209,9,Caminho,"Jardim dos Jacarandás, (Parque das Nações)",,,,,"Elemento escultórico natural, que traduz uma ilha vegetal circular, dividida em duas metades por um caminho cerrado e secreto entre loureiros e medronheiros, formado por duas curvas e uma contracurva, à semelhança de um pequeno labirinto, com o objectivo de disponibilizar aos visitantes novas experiências sensórias, como por exemplo uma intensa experiência olfactiva, em determinadas alturas do ano. Da autoria de Carsten Höller, data de 1998 e está localizado no Jardim dos Jacarandás ao Parque das Nações.
 
",-,0,12e1783c-fa83-44cf-a2b1-3c932b05f28b
-9.128844672737268,38.741496756801062,209,303,9,Afonso Costa,Avenida Afonso Costa,,,,,"Afonso Costa (1871-1937), advogado,professor e político notável, é considerado uma das principais figuras da I República. Em sua homenagem foi inaugurada, na Av. Afonso Costa, em 21 de Maio de 1994, uma peça escultórica composta por placas de betão, bronze e espelho de água, executada por Pedro Ramos.
",-,1,9540946b-8187-4832-aaff-392cc8103e24
-9.141315813146791,38.706584070676449,210,290,9,Comemoração do Navio-Escola Sagres,"Avenida da Ribeira das Naus, (Jardim Ribeira das Naus, junto ao Arsenal da Marinha)",,,,,"Marco comemorativo da participação do Navio-Escola Sagres nas celebrações do 450º Aniversário da chegada do navegador francês Jacques Cartier à Nova França, em 1534, foi inaugurado em 4 de abril de 1986, na Avenida da Ribeira das Naus, no Jardim do mesmo nome, junto ao Arsenal da Marinha. Trata-se de uma peça em pedra, proveniente dos cantões do leste da região de Montreal, assente sobre base de betão envernizado, oferecida pelo Governo do Canadá como símbolo da Amizade entre o povo português e o povo canadiano, assim como com o objetivo de evidenciar o reconhecimento pela epopeia das Descobertas.
",-,0,bfaa3b8b-a7d8-4c43-a93c-e3e7b7611fb2
-9.154734827098039,38.73628469434302,211,43,9,Papisa ou Coincidentia Oppositorum,"Avenida de Berna, Jardim da Fundação Calouste Gulbenkian",,,,,"Peça de Clara Menéres, datada de 1980, localiza-se sobre um fundo de espessa vegetação, que evidencia a sua imagística exotérica. É uma figura que se adivinha sob os paramentos que cobrem e avolumam o seu corpo e lhe ocultam a face. Surge entronizada num cenário dicotómico entre sol e lua, dia e noite, luz e sombra, invocado pela presença dos dois corpos celestes, dominando as forças masculinas e femininas, a vida, a transformação.

",-,0,b81457f2-4421-40b8-868a-fb58158312ae
-9.148063557810781,38.749567276739349,212,95,9,Escultura,"Campo Grande, (Entrada do edifício nº 28)",,,,,"Escultura abstracta executada, em 1984, por Fernando Conduto, traduz uma peça em ferro metalizado com pintura epoxy, assente sobre uma base de pedra. Foi inaugurada em Fevereiro de 1984, junto à entrada do edifício nº 28, no Campo Grande.

",-,1,e6db8f35-75d5-462e-a88e-ee6958d345e5
-9.148185836487254,38.716154816809961,213,174,9,França Borges,"Praça do Príncipe Real, Jardim França Borges",,,,,"Monumento erigido por iniciativa de uma Comissão presidida por Domingos Leite Pereira, é composto por um medalhão de bronze com a efígie do jornalista e por uma estátua de corpo inteiro, em tamanho natural, representando a República numa atitude de agradecimento a França Borges, pela sua acção enquanto ferveroso lutador republicano da imprensa. Obra do escultor Maximiano Alves, foi executada entre 1924 e 1925, tendo sido inaugurada em 4 de Novembro desse mesmo ano, na Praça do Príncipe Real.

",-,1,98ffa4d7-7b52-4c89-8856-cfecbb5cfee6
-9.199724236089327,38.696367551780703,214,3205,9,Figura Feminina (com cavalo marinho),Praça Afonso de Albuquerque,,,,,"Fonte escultórica decorativa composta por uma estátua colocada num pedestal, inserida no lago nascente sul do Jardim Afonso de Albuquerque, a qual faz parte de um conjunto de quatro, que  enquadram o monumento ao Vice-Rei da India. Esta peça, em pedra, executada, em 1940, por Salvador Barata Feyo, com a colaboração de António Costa, representa uma figura feminina, de simbologia clássica, acompanhada por um cavalo marinho, evidenciando uma relação estreita com a mitologia clássica, proposta por Decio Cinti e confirmada por Soares Branco: ""Anfitrite mulher de Poseidon, cujo filho era Nereu, é a personificação feminina da água do mar, que circunda a Terra, está com um cavalo-marinho aos pés"". A água tem aqui um papel reduzido, pois o derrame da mesma é feito por transbordo da taça superior para a inferior, somente quando o volume de líquido nessa parte cimeira é suficiente.

",-,1,c2cdc0b9-0d72-4668-bd34-3056e8e73ed1
-9.200616334133336,38.696207527167424,215,3204,9,Figura Feminina (com cabra),"Praça  Afonso de Albuquerque, Jardim Afonso de Albuquerque",,,,,"Fonte escultórica decorativa composta por uma estátua colocada num pedestal, inserida no lago poente-sul do Jardim Afonso de Albuquerque, a qual faz parte de um conjunto de quatro, que  enquadram o monumento ao Vice-Rei da India. Esta peça, em pedra, executada, em 1940, por Salvador Barata Feyo, com a colaboração de António Costa, representa uma figura feminina, de simbologia clássica, acompanhada por uma cabra, evidenciando uma relação estreita com a mitologia clássica, proposta por Decio Cinti e confirmada por Soares Branco: 'a pequena Dionisíada, festa campestre com libações de vinho e o sacrifício de uma cabra'. A água tem aqui um papel reduzido, pois o derrame da mesma é feito por transbordo da taça superior para a inferior, somente quando o volume de líquido nessa parte cimeira é suficiente.

",-,1,27fd9eea-b629-4334-a732-fd240ec864a0
-9.154627013094265,38.728573738442989,216,220,9,Nú de Mulher,Parque Eduardo VII de Inglaterra,,,,,"Peça em pedra, representando uma figura feminina despida e sentada sobre uma base, também, em pedra, localizada na margem do Lago da Estufa Fria, no Parque Eduardo VII. Da autoria do escultor Anjos Teixeira (filho), foi executada em 1970, por iniciativa camarária.

",-,1,312b4f03-17a4-417f-80b4-d5ebc23d4363
-9.091932077550949,38.775117362890775,217,206,9,Cursiva,"Cais das Naus, (junto à Torre Vasco da Gama no Parque das Nações)",,,,,"Executada em 1998 por Amy Yoes, esta escultura de grande porte, composta por dois corpos curvilíneos de diferentes tamanhos, em ferro pintado de verde, faz lembrar um molde gigantesco de uma capitular de um códice medieval e pretende evocar o vocabulário barroco português. O carácter dinâmico desta obra reside no facto de permitir aos visitantes entrar na sua forma, percorrê-la, escalá-la, esconder-se, sendo esta interacção com o público que confere movimento à própria peça.

",-,0,b55c047b-3164-41e6-9264-9c23d3d2cb2f
-9.167064630174004,38.715596789524383,218,151,9,Padre Francisco Maria da Silva,"Rua  Padre Francisco, Jardim da Igreja do Santo Condestável em Campo de Ourique",,,,,"Busto de bronze colocado sobre plinto de granito, erigido por iniciativa do comendador Gastão Mendes Barata, em homenagem a este Padre, muito estimado entre os seus paroquianos pelo modo como soube exercer o sacerdócio. É uma obra do escultor Martinho de Brito, inaugurada em 17 de Novembro de 1957, no Jardim da Igreja do Santo Condestável, em Campo de Ourique.

",-,0,db846e40-eff6-45f3-b638-0f43e3e601d6
-9.148777360033883,38.71579492871912,219,176,9,Memorial a Antero de Quental,"Praça do Príncipe Real, Jardim França Borges",,,,,"Escultura do Mestre Lagoa Henriques, em memória do 1º centenário da morte de Antero de Quental, inaugurada em 11 de Setembro de 1991, no Jardim França Borges, ao Príncipe Real. Peça em lioz de Negrais, que integra um elemento constituído por círculos em aço inoxidável, assentando sobre uma base em mármore verde de Viana. Tem 3 m de altura e 5 toneladas de peso.
",-,1,bff30ece-c9ad-4257-ab53-931f512f8c78
-9.161574271786238,38.716495418230771,220,272,9,Duque de Wellington,Rua Saraiva de Carvalho,,,,,"Arthur Wellesley, Duque de Wellington (1769-1852), general e politico inglês, encontra-se associado à história de Portugal pelo papel decisivo que desempenhou na guerra contra as invasões napoleónicas, no início do séc. XIX. Oferecido pela British Historical Society of Portugal, o seu busto em bronze, executado em 1967 por David Norris e assente sobre pedestal em pedra, da arq. Daniela Ermano, foi inaugurado em 7 de Outubro de 1992, na Rua Saraiva de Carvalho, em frente ao Hospital dos Ingleses.

",-,1,769e03e2-f6a3-4a33-86bb-3a6448bd3a1c
-9.15289621735824,38.755889193532546,221,161,9,Mulher vendo-se ao espelho," Campo Grande, Jardim do Campo Grande",,,,,"Estátua representando uma figura feminina, de corpo inteiro, a ver-se ao espelho, da autoria de Canto da Maia, datada de 1949 e colocada junto ao Lago dos Barcos, localizado mais a Norte no Jardim do Campo Grande. É a versão, em pedra, da peça em bronze Femme à la toillet ou La femme au miroir, apresentada pelo escultor no Salão dos Independentes em Paris, em 1935, actualmente integrada na colecção do Centro de Arte Moderna. De grande elegância e evidenciando uma gramática simbolista e déco, Mulher vendo-se ao espelho revela a sensualidade presente neste ritual do foro privado, simultaneamente introspectivo e narcisista, que expõe inclusivamente a nudez feminina, num espaço tão público.

",-,0,391c436e-9806-46ab-801e-c8c6e58b7603
-9.145265857266335,38.719499015262443,222,35,9,Monumento aos Mortos da Grande Guerra,Avenida da Liberdade,,,,,"Monumento erigido em memória aos mortos na I Guerra Mundial e, também, à glorificação dos combatentes vivos, inaugurado no início da década de 30 (1931),em plena Av. da Liberdade, junto à Rua do Salitre. Da autoria do escultor Maximiano Alves e do arq. Guilherme Rebello de Andrade, o monumento, vigoroso no seu conjunto, foi executado com base na inscrição esculpida na pedra: ""Ao serviço da Pátria, o esforço da grei"". A figura da ""Pátria"", em pedra, surge a coroar o ""Soldado"", uma escultura de bronze. Lateralmente, duas grandes figuras, em pedra, representam dois homens vergados sob o peso da parte superior do monumento, que se esforçam por manter erguida a Pátria, razão do monumento.

",-,1,32be2bc6-566a-457e-bf3e-8b45fc9e6810
-9.142504818765261,38.717008778198959,223,73,9,Pinheiro Chagas,Avenida da Liberdade,,,,,"O monumento é composto por pedestal em pedra onde assenta o busto do escritor, Manuel Pinheiro Chagas, de semblante romântico e simplicidade na composição, acompanhado, na sua base, por uma figura das suas obras mais conhecidas, a Morgadinha de Val-Flor, ambos esculpidos em bronze. Do cinzel de Costa Mota (tio), o monumento foi erigido através de subscrição, por iniciativa do Jornal Mala da Europa, em Portugal e no Brasil, e inaugurado em 13 de novembro de 1908, na alameda do meio da Av. da Liberdade.

",-,1,27a596af-bb80-418c-b8aa-87671379d1d4
-9.14835513208741,38.725478600173481,224,259,9,Camilo Castelo Branco,Rua Camilo Castelo Branco,,,,,"Estátua de mármore em homenagem a um dos mais ilustres escritores do Romantismo, inaugurada em 25 de Outubro de 1950, no cruzamento da Av. Duque Loulé com a Rua Camilo Castelo Branco. Encomendada pela Câmara Municipal de Lisboa, é uma obra do escultor António Duarte.

",-,1,8f110d1e-7c17-446c-b14a-3303e690637a
-9.176440509389428,38.743574080247711,225,254,9,Silvestre Pinheiro Ferreira,Praça Silvestre Pinheiro Ferreira,,,,,"Silvestre Pinheiro Ferreira (1769-1846), jurisconsulto, político, polígrafo e diplomata português, integrou o governo formado em 1821, ocupando o cargo de Ministro dos Negócios Estrangeiros. O monumento em sua homenagem integra um medalhão de mármore com a sua efígie e uma coluna de pedra. Da autoria de Joaquim Martins Correia, foi inaugurado na praça a que foi dado o seu nome, em 25 de Outubro de 1970.

",-,1,de1d1d93-623b-43ba-b39d-7d7f16a063f9
-9.130219553262757,38.712232821069414,226,25,9,S. Vicente,Largo das Portas do Sol,,,,,"A lenda diz que os restos mortais de São Vicente, santo mártir espanhol supliciado no ano de 304, conseguidos por D. Afonso Henriques e sepultados na Sé de Lisboa, em 1176, foram trazidos numa barca vigiada por dois corvos, elementos que actualmente fazem parte do escudo da cidade. Em sua homenagem foi erguida uma estátua, pouco maior do que o tamanho natural, cujos primeiros estudos foram realizados por Raul Xavier, em Junho de 1949. A passagem da peça ao material definitivo, a pedra, só ocorreu entre 1965 e 1967, pelas mãos de seu filho, o arq. Luís Xavier, que acompanhou esta obra até ser inaugurada em 25 de Outubro de 1970, no Miradouro das Portas do Sol, localizado no Largo do mesmo nome.

",-,1,7dbc0a62-aa9e-4c38-b832-aa9041345f8e
-9.152233351408427,38.751704208414807,227,92,9,A Cultura," Campo Grande, (junto ao edifício da Biblioteca Nacional)",,,,,"Estátua de bronze assente sobre base de pedra, representando uma figura feminina,de tamanho superior ao natural, modelada por António Duarte, entre 1960-1962, e colocada na frontaria da Biblioteca Nacional (frente ao anfiteatro), por altura da sua inauguração no Campo Grande, a 10 de Abril de 1969.

",-,0,62cf00ef-84bd-4223-9e59-8dac9a29eee5
-9.155683536971262,38.727216439296868,228,105,9,As Varinas de Lisboa,"Rua  Castilho, Entrada do Hotel Rex",,,,,"Obra do escultor Lagoa Henriques, executada em bronze, entre 1959 e 1960, representa duas figuras femininas, com cerca de 2 m de altura, que personificam as típicas vendedoras de peixe lisboetas, transportando a canastra à cabeça. Peça colocada como elemento decorativo à entrada do Hotel Rex, na Rua Castilho.

",-,0,036ef9c7-743a-4bcf-a499-c647b97c5bef
-9.140108056993373,38.708927450194437,229,187,9,Visconde de Valmor,Largo da Academia Nacional de Belas Artes,,,,,"Fausto Queirós Guedes, Visconde de Valmor (1837-1898), foi diplomata,par do reino e reconhecido como protector dos artistas. Para além de ter instituído um prémio anual, designado por Prémio Valmor, a atribuir ao edifício da cidade que apresentasse o melhor estilo arquitectónico, criou bolsas de estudo no estrangeiro para os alunos mais distintos da Academia de Belas Artes. Alguns anos após a sua morte, foi erguido, em sua memória, um monumento de pequena dimensão, composto pelo seu busto em bronze assente sobre pedestal circular em pedra, encomendado por um grupo de professores e alunos da Academia de Belas Artes ao escultor Teixeira Lopes, tendo sido inaugurado em 1904, no Largo da Academia Nacional de Belas Artes.

",-,1,c30e493f-0311-4ef5-b829-c4fb4c16b36a
-9.093876892411823,38.776846360558942,230,207,9,Montanha-Rio,"Cais do Olival, (Parque das Nações)",,,,,"Da autoria de Rui Sanches, esta escultura localizada no Cais do Olival ao Parque das Nações, desde 1998, é constituída por uma parede de betão que corta um soco semicircular, feito de degraus de granito, no meio do qual está enterrado um bloco de pedra e onde existe um banco corrido. A montanha surge representada pelo bloco de pedra, enquanto que a parede de betão, apesar de cortar a vista do rio, permite visualizá-lo através de uma janela rectangular rasgada, à semelhança de uma pequena pintura. Este elemento escultórico procura ser um lugar de meditação, onde cada um dos elementos (rio, montanha e luz) nunca serão percepcionados da mesma forma por cada pessoa.

",-,0,fdb913e5-9e72-4994-b342-184e2868febf
-9.147986870431634,38.723278025667476,231,70,9,Oliveira Martins,Avenida da Liberdade,,,,,"Faz parte de um conjunto de quatro figuras ilustres do séc. XIX, executadas pelos mais influentes escultores do Estado Novo, que pontuam, em pares e em paralelo, os extremos dos talhões da Av. da Liberdade, onde ela se cruza com a Rua Alexandre Herculano. Estátua de mármore sobre plinto de pedra erigida, por iniciativa da CML, em homenagem a este historiador e político oitocentista. Executada em 1948 pelo escultor Leopoldo de Almeida, foi inaugurada em 27 de maio de 1952.

",-,1,db86dec6-6cae-40e1-868a-49f522d0d78d
-9.139554007567162,38.745444510107376,232,76,9,Sem título,"Avenida de Roma, (frente à Estação da CP Roma-Areeiro)",,,,,"Escultura em aço inox, de concepção abstracta, embora faça lembrar uma árvore, executada por Fernando Conduto e inaugurada por iniciativa camarária, em 2003, no exterior da Estação da CP Roma-Areeiro, na Avenida de Roma.

",-,0,cc2affad-df05-4b82-9a59-b37b65ce0379
-9.133324089562187,38.742351151718843,233,250,9,Francisco Sá Carneiro,Praça Francisco Sá Carneiro,,,,,"Francisco Sá Carneiro (1934-1980), figura muito marcante da política portuguesa no pós-25 de Abril de 1974, foi um dos fundadores do Partido Popular Democrático (PPD), mais tarde designado por Partido Social Democrata (PSD). Assumiu a liderança do PPD/PSD, em 1979, ormando uma aliança com o CDS e o PPM, que levou à criação da Aliança Democrática (AD), vencedora das eleições legislativas desse mesmo ano, com maioria absoluta no Parlamento. Sá Carneiro tornou-se Primeiro Ministro de Portugal, mas a sua governação foi muito curta, pois a 4 de Dezembro de 1980, em plena campanha eleitoral para a Presidência da República, morre juntamente com o seu Ministro da Defesa, Adelino Amaro da Costa, entre outros tripulantes, num desastre de aviação, quando o bimotor Cessna onde seguiam se despenhou em Camarate. O monumento construído em sua homenagem através de subscrição pública, lançada pelo jornal O Dia, apresenta 19 m de altura total, traduzindo uma peça em betão e aço inoxidável, com a cabeça de bronze deste político. Executado pelo Mestre Soares Branco, foi inaugurado na Praça Sá Carneiro (Areeiro), em 19 de Julho de 1991. Uma nova estátua em homenagem a Sá Carneiro está a ser executada pelo referido escultor, com o objectivo de substituir o monumento actual.

",-,1,e6c2d041-4bf6-4b5f-a3a8-dd84569bb670
-9.186008913739917,38.699460157191048,234,171,9,Garcia de Orta,"Rua da Junqueira, Jardim do Instituto de Medicina Tropical",,,,,"Garcia de Orta (1499-1568), notável médico e naturalista, foi um dos vultos do Renascimento científico português no séc. XVI, intimamente relacionado com os Descobrimentos e a expansão marítima nacional. É considerado o fundador da Medicina Tropical. A sua origem judaica, ainda que convertido à religião católica, levou-o,por precaução, a partir para Goa, a capital do império na India, em virtude do clima inquisitorial que se sentia cada vez mais na vida portuguesa. Aí escreveu o Colóquio dos Simples e Drogas e Coisas Medicinais da India, impresso pela primeira vez em 1563 e considerado como uma das obras primas na História da Medicina. Após a sua morte foi condenado à fogueira pelo Santo Ofício, tendo sido desenterrados e queimados os seus ossos. A sua estátua de bronze assente sobre pedestal em pedra, da autoria do escultor Joaquim Martins Correia, foi erigida por homenagem do Instituto de Medicina Tropical, sendo colocada no recinto do mesmo, à Rua da Junqueira, e inaugurada em 1958.
",-,0,12fe62f1-af50-4843-8526-73134dd1f31f
-9.147199124284255,38.722377195358384,235,307,9,Sou Como Tu,"Avenida da Liberdade, (frente ao edifício nº224)",,,,,"Sou Como Tu é uma escultura de ferro forjado, com 6 metros de altura e cerca de 1 tonelada de peso. Foi executada por Rui Chafes a pedido da Fundação PLMJ, instituída pela sociedade de advogados PLMJ - A.M. Pereira,Sáragga Leal, Oliveira Martins, José Miguel Júdice e Associados, para assinalar os 40 anos de actividade da referida entidade. Concebida desde o início para ser instalada numa das alas arborizadas da Avenida da Liberdade, foi doada posteriormente à cidade de Lisboa, através da sua autarquia, sendo inaugurada em 1 de Abril de 2008, em frente ao nº 224. Entre o surrealismo e o abstracto, trata-se de uma peça que, segundo o artista, se ergue à semelhança de uma coluna de fumo, cuja principal característica é a leveza, proporcionando um lugar de paz e silêncio no meio da azáfama e constante movimento da cidade.

",-,1,3338d3e7-4bf5-487f-acb0-20ecf2ed7d6d
